x;0;130;260;390;520;650;780;910;1040;1170;1300;1430;1560;1690;1820;1950;2080;2210;2340;2470;2600
P;402073;389814;377556;365298;353039;340781;328523;316264;304006;291748;279490;267231;254973;242715;230456;218198;205940;193681;181423;169165;156906
