x;0;130;260;390;520;650;780;910;1040;1170;1300;1430;1560;1690;1820;1950;2080;2210;2340;2470;2600
H;107.763;106.413;105.063;103.713;102.363;101.013;99.6627;98.3126;96.9625;95.6124;94.2623;92.9122;91.5621;90.212;88.8619;87.5118;86.1617;84.8116;83.4615;82.1114;80.7613
